sludinajuma_saite,bilde,apraksts,marka,gads,tips,tilpums,nobraukums,cena
https://www.ss.lv//msg/lv/transport/cars/peugeot/2008/ccdigj.html ,https://i.ss.lv/gallery/6/1189/297199/59439717.th2.jpg ,"Peugeot 2008 Gt-Line, 1, 5 dīzeļa dzinējs, 96kw/130zs, automātiskā ātrum",Peugeot2008,2022,Dīzelis,1.5,58000,25700

https://www.ss.lv//msg/lv/transport/cars/toyota/yaris/bfpojf.html ,https://i.ss.lv/gallery/7/1218/304423/60884566.th2.jpg ,"1.4 d4d 66kw. Автомобиль в хорошем техническом состоянии, есть визуальны",ToyotaYaris,2010,Dīzelis,1.4,143000,2300

https://www.ss.lv//msg/lv/transport/cars/toyota/land-cruiser/hmieh.html ,https://i.ss.lv/gallery/7/1218/304423/60884424.th2.jpg ,"Pārdodas Toyota Land Cruiser 150, 2.8dīzelis automāts. Pirkts jauns pie ",ToyotaLand Cruiser,2017,Dīzelis,2.8,85000,28000

https://www.ss.lv//msg/lv/transport/cars/renault/trafic/ccfokl.html ,https://i.ss.lv/gallery/7/1210/302342/60468217.th2.jpg ,Busam tikko izieta tehniskā apskate. Labā stāvokli. Čipots motors.,RenaultTrafic,2005,Dīzelis,1.9,465000,5500

https://www.ss.lv//msg/lv/transport/cars/bmw/740/ccmko.html ,https://i.ss.lv/gallery/6/1186/296478/59295524.th2.jpg ,BMW 740d ar automātisko pārnesumkārbu. 2013.gads. 3.0 Dizelis (230kW),Bmw740,2013,Dīzelis,3.0,222000,15500

https://www.ss.lv//msg/lv/transport/cars/opel/vectra/gbbjb.html ,https://i.ss.lv/gallery/7/1218/304318/60863512.th2.jpg ,Ļoti ietilpīgs un ekonomisks auto 1.9cdti automāts ar svaigu skatiAp,OpelVectra,2004,Dīzelis,1.9,288000,2500

https://www.ss.lv//msg/lv/transport/cars/ford/mondeo/bkiph.html ,https://i.ss.lv/gallery/7/1212/302859/60571620.th2.jpg ,"Godīgi- Mans labākais auto līdz šim. 2.0 Tdi, Titanium komplektācija. ",FordMondeo,2015,Dīzelis,2.0,227000,10300

https://www.ss.lv//msg/lv/transport/cars/renault/trafic/bhoblo.html ,https://i.ss.lv/gallery/6/1099/274720/54943809.th2.jpg ,Renault Trfic ar mehānisko pārnesumkārbu. 2011.gads. Auto tikko no Ita,RenaultTrafic,2011,Dīzelis,2.0,321000,5649

https://www.ss.lv//msg/lv/transport/cars/volkswagen/caddy/ccgcnc.html ,https://i.ss.lv/gallery/7/1213/303040/60607938.th2.jpg ,"Pārdodu kārtīgu, ekonomisku darba auto par saprātīgu cenu. VW Caddy 1.9t",VolkswagenCaddy,2010,Dīzelis,1.9,294000,2800

https://www.ss.lv//msg/lv/transport/cars/renault/talisman/cciiib.html ,https://i.ss.lv/gallery/7/1218/304414/60882777.th2.jpg ,"Initiale Paris , Renault Talisman , 4 Control , 1.6Cdi 118.kw - 160.zs ,",RenaultTalisman,2017,Dīzelis,2.0,190000,13850

https://www.ss.lv//msg/lv/transport/cars/volkswagen/passat-alltrack/ccgxlj.html ,https://i.ss.lv/gallery/7/1212/302980/60595966.th2.jpg ,Pārdod VW Passat Alltrack 4Motion 2.0 Tdi 147/200zs. Apkopes veiktas VW ,VolkswagenPassat Alltrack,2021,Dīzelis,2.0,51000,32000

https://www.ss.lv//msg/lv/transport/cars/bmw/730/gjkfo.html ,https://i.ss.lv/gallery/7/1209/302072/60414257.th2.jpg ,BMW 730d ar automātisko pārnesumkārbu. 2004.gads3.0 dīzelis(160 Kw)O,Bmw730,2004,Dīzelis,3.0,289000,4399

https://www.ss.lv//msg/lv/transport/cars/ford/mondeo/ailox.html ,https://i.ss.lv/gallery/7/1218/304422/60884306.th2.jpg ,"Пробег 280469Машина в пользовании 3 годаМашина была из Германии, был",FordMondeo,2010,Dīzelis,2.2,280000,3800

https://www.ss.lv//msg/lv/transport/cars/citroen/c3/hjjnm.html ,https://i.ss.lv/gallery/6/1189/297176/59435153.th2.jpg ,"Automašina teicamā kārtībā. Iegādāta jauna pie dīlera Latvijā. Maziņš , ",CitroenC3,2019,Dīzelis,1.5,50000,9500

https://www.ss.lv//msg/lv/transport/cars/opel/mokka/cciihi.html ,https://i.ss.lv/gallery/7/1218/304422/60884309.th2.jpg ,Opel Mokka 1.6Cdti “Innovation” 100kw/136zsPirmā reģistrācija 10.11.20,OpelMokka,2015,Dīzelis,1.6,222000,10490

https://www.ss.lv//msg/lv/transport/cars/volvo/v60/cxhcmp.html ,https://i.ss.lv/gallery/7/1201/300167/60033225.th2.jpg ,Volvo V60 . 2.0D. D4. 120Kw/ 163 HP двигатель D5204T2 / T3 Требуется р,VolvoV60,2012,Dīzelis,2.0,306000,5100

https://www.ss.lv//msg/lv/transport/cars/volvo/v70/bkegch.html ,https://i.ss.lv/gallery/7/1217/304246/60849181.th2.jpg ,Volvo v702.4 D5136kw5-7 litr uz 100kmAuto laba stavokliVisas T,VolvoV70,2006,Dīzelis,2.4,355000,3200

https://www.ss.lv//msg/lv/transport/cars/audi/a6/hfndm.html ,https://i.ss.lv/gallery/7/1218/304421/60884121.th2.jpg ,Pārdodu Audi A6 3.0 tdi. 180kw 245 Zs Quattro automātiskā ātrumkārba. Au,AudiA6,2012,Dīzelis,3.0,266000,11900

https://www.ss.lv//msg/lv/transport/cars/toyota/land-cruiser/fixom.html ,https://i.ss.lv/gallery/6/1198/299308/59861504.th2.jpg ,"Pārdod toyota land cruiser. 150kw, 204 z. s.",ToyotaLand Cruiser,2023,Dīzelis,3.0,18000,61700

https://www.ss.lv//msg/lv/transport/cars/bmw/335/momdm.html ,https://i.ss.lv/gallery/7/1215/303681/60736017.th2.jpg ,"BMW 335D twin-turbo 210kw/282zs. Svaiga TA līdz 04.2025., nodoklis par",Bmw335,2007,Dīzelis,3.0,300000,6700

https://www.ss.lv//msg/lv/transport/cars/bmw/x7/ccgxph.html ,https://i.ss.lv/gallery/7/1212/302984/60596783.th2.jpg ,Pārdod BMW X7 Xdrive40D. Cena ar Pvn21%. Garantija. Pirms automašīnas ap,BmwX7,2023,Dīzelis,3.0,8.9000,118290

https://www.ss.lv//msg/lv/transport/cars/bmw/x6/cciilh.html ,https://i.ss.lv/gallery/6/1079/269555/53910915.th2.jpg ,BMW X6 40D 313Zs X-Drive M-Sportpake. Приобретен у официального дилере B,BmwX6,2016,Dīzelis,4.0,160000,34900

https://www.ss.lv//msg/lv/transport/cars/nissan/x-trail/bfljpo.html ,https://i.ss.lv/gallery/7/1218/304420/60883880.th2.jpg ,Nissan X Trail 4X4 2.2 disel 100kW. Laba komplektācija komfortam. Uz ceļ,NissanX-Trail,2005,Dīzelis,2.2,217000,2950

https://www.ss.lv//msg/lv/transport/cars/volvo/xc60/cxbgoo.html ,https://i.ss.lv/gallery/6/1076/268883/53776426.th2.jpg ,Pārdod Volvo Xc60 2.0 D3. Cena ar Pvn 21%. Iespējama apdrošināšanas un l,VolvoXC 60,2017,Dīzelis,2.0,206000,13300

https://www.ss.lv//msg/lv/transport/cars/volvo/v70/bkbopg.html ,https://i.ss.lv/gallery/7/1214/303377/60675295.th2.jpg ,Pardodu Volvo V70 D5 2.4d 151kW Laba Komplektācija. Auto no Vācijas. P,VolvoV70,2010,Dīzelis,2.4,214000,6150

https://www.ss.lv//msg/lv/transport/cars/volvo/xc90/cciile.html ,https://i.ss.lv/gallery/7/1218/304420/60883988.th2.jpg ,"Summum. Volvo Xc90 2.4 D5 120kw motors, manuālā ātrumkārba -6. Latvijā n",VolvoXC 90,2005,Dīzelis,2.4,287000,4550

https://www.ss.lv//msg/lv/transport/cars/mercedes/viano/ddpox.html ,https://i.ss.lv/gallery/7/1218/304420/60883809.th2.jpg ,"Labs, tehniskā kārtībā MB Viano Ambiente, 3.0Cdi Extra Long, ērts ādas s",MercedesViano,2010,Dīzelis,3.0,380000,9000

https://www.ss.lv//msg/lv/transport/cars/volvo/s60/begncp.html ,https://i.ss.lv/gallery/6/1198/299451/59890196.th2.jpg ,"Pārdodu Volvo S60 2015 2.0 D2 dīzelis 88Kw, Automātiska 6 ātrumi pienā",VolvoS60,2015,Dīzelis,2.0,240000,9450

https://www.ss.lv//msg/lv/transport/cars/volvo/xc60/cciikp.html ,https://i.ss.lv/gallery/7/1218/304420/60883926.th2.jpg ,Steidzami pārdodu labā tehniskā stāvoklī esošu auto. Latvijā 1 īpašnieks,VolvoXC 60,2010,Dīzelis,2.4,360000,7500

https://www.ss.lv//msg/lv/transport/cars/bmw/x3/cxcpxe.html ,https://i.ss.lv/gallery/7/1218/304420/60883931.th2.jpg ,"111 200km, 2, 0D ar 135kw. 07.11.2013 pirmā reģistrācija. Oriģināls ",BmwX3,2013,Dīzelis,2.0,112000,14450

https://www.ss.lv//msg/lv/transport/cars/hyundai/santa-fe/bjmfp.html ,https://i.ss.lv/gallery/7/1218/304420/60883840.th2.jpg ,"Pārdod Hyundai Santa Fe 2, 2 Crdi, 110 kw dzinējs, 2008.g. izl. , ķiršu ",HyundaiSanta FE,2007,Dīzelis,2.2,223000,5800

https://www.ss.lv//msg/lv/transport/cars/skoda/octavia/bldech.html ,https://i.ss.lv/gallery/6/1199/299573/59914542.th2.jpg ,Škoda Octavia Ambition Plus. Pirmā reģistrācija : 01.02.2019.1.6 D,SkodaOctavia,2019,Dīzelis,1.6,224000,11750

https://www.ss.lv//msg/lv/transport/cars/volkswagen/golf-4/gcdni.html ,https://i.ss.lv/gallery/7/1216/303988/60797511.th2.jpg ,"1, 9Tdi, labs golfs, ekonomisks, čipots 5-5.5l uz 100km, mainīta zobsiks",VolkswagenGolf 4,2001,Dīzelis,1.9,346000,2100

https://www.ss.lv//msg/lv/transport/cars/opel/astra/dfopp.html ,https://i.ss.lv/gallery/6/1104/275783/55156542.th2.jpg ,Opel Astra Sports Tourer 2.0Cdti 160Zs. 2012gads 12 mēnesis. Faclift mod,OpelAstra,2012,Dīzelis,2.0,215000,5570

https://www.ss.lv//msg/lv/transport/cars/opel/corsa/bhnbm.html ,https://i.ss.lv/gallery/7/1216/303773/60754554.th2.jpg ,Tikko no Vācijas Opel Corsa 1.3 Cdti dīzelis/6robu manuālis. Ļoti labā,OpelCorsa,2007,Dīzelis,1.3,156000,1500

https://www.ss.lv//msg/lv/transport/cars/toyota/land-cruiser/afhig.html ,https://i.ss.lv/gallery/7/1218/304419/60883758.th2.jpg ,Pārdodu Toyota Land Cruiser 120 Prado 3.0d. Laba komplektācija: kruīza,ToyotaLand Cruiser,2005,Dīzelis,3.0,533000,8450

https://www.ss.lv//msg/lv/transport/cars/opel/meriva/nmljk.html ,https://i.ss.lv/gallery/7/1218/304417/60883262.th2.jpg ,Opel Meriva ar mehānisko pārnesumkārbu 1.7 dīzelis (96 kW)Originālai,OpelMeriva,2012,Dīzelis,1.7,158000,5399

https://www.ss.lv//msg/lv/transport/cars/bmw/118/cciikk.html ,https://i.ss.lv/gallery/7/1218/304419/60883657.th2.jpg ,"Pārdodu ekonomisku bmw ar patēriņu 5-7L/100km, 1.8 dizels, 2006 g. , nob",Bmw118,2006,Dīzelis,1.8,345000,2000

https://www.ss.lv//msg/lv/transport/cars/volkswagen/touran/anmji.html ,https://i.ss.lv/gallery/7/1208/301777/60355386.th2.jpg ,"1.6Tdi 85kW tikko no Belgijas, 2 atslegas. Pilna servisa vesture pie VW ",VolkswagenTouran,2017,Dīzelis,1.6,180000,12270
